p_id;name;category;owned_by;est_value;status;phase;event;listed_at;is_relevant
100629;Amara Voss, Study for Coastal Light, 1774;DRAWING;TheoKincaid;2196000;SOLD;3;17;2024-04-25;FALSE
100630;Harbour Series I Print;PRINT;bellwethermaterialcultureins;607000;SALE_PENDING;3;17;2024-04-23;FALSE
100631;Gold and Enamel Memorial Brooch, c. 1878;JEWELRY;amir.saito_director;1303000;FULLY_SUBSCRIBED;3;18;2024-05-02;FALSE
100632;Boston Photographic Album;PHOTOGRAPH;chloe.wilson;217000;SOLD;3;18;2024-05-02;FALSE
100633;Tour Stage Jacket;FASHION;farah.vasquez;446000;SOLD;3;18;2024-05-02;FALSE
100634;Survey Map of Austin, 1958;MAP;nia.sims;506000;SOLD;3;18;2024-05-06;FALSE
100635;North Coast Railway Material Culture Collection, 1764–1789;COLLECTION;cassidy.mason;550000;SOLD;3;18;2024-05-03;FALSE
100636;Felix Ellis Precision Microscope, 1929;SCIENTIFIC_INSTRUMENT;granitehillmuseumoflocalindu;721000;SOLD;3;18;2024-05-07;FALSE
100637;Elias Serrat, Red Bridge, 1827;PAINTING;cassidy.ito;543000;SOLD;3;18;2024-05-04;FALSE
100638;Journal of the Oakland Expedition, 1828–1830;MANUSCRIPT;liucollections;216000;SOLD;3;18;2024-05-04;FALSE
100639;Orion Press Control Panel, 1957;INDUSTRIAL_OBJECT;rothcapital2;633000;SOLD;3;18;2024-05-05;FALSE
100640;Walnut Reading Chair — Group 3;FURNITURE;southbankmaterialcultureinst;3711000;AVAILABLE;3;18;2024-05-08;FALSE
100641;Rafael Ito, River Bend, bronze, 1885;SCULPTURE;farah.stone;6283000;FULLY_SUBSCRIBED;3;18;2024-04-26;FALSE
100642;Cypress Observatory Processional Banner, 1762;TEXTILE;northbridgemuseumofmoderncra;1513000;SOLD;3;18;2024-05-04;FALSE
100643;Valentina Roth, Study for Factory Window, 2018;DRAWING;TheoKincaid;439000;SOLD;3;18;2024-05-01;FALSE
100644;Annotated Travel Diary — Group 3;MANUSCRIPT;harper.flores;878000;SOLD;3;18;2024-04-29;FALSE
100645;Amina Kapoor Concert Violin, 1830;MUSICAL_INSTRUMENT;harper7;179000;SOLD;3;18;2024-04-26;FALSE
100646;Journal of the Chicago Expedition, 1937–1939;MANUSCRIPT;hearthstonefolkartarchiv_org;862000;WITHDRAWN;3;18;2024-04-27;FALSE
100647;Railway Station Clock;TRANSPORTATION;akira.bennett;6910000;SOLD;3;18;2024-04-29;FALSE
100648;Signed Tournament Racket — Group 3;SPORTS_MEMORABILIA;windermerepublicartconservan;382000;SOLD;3;18;2024-05-05;FALSE
100649;Journal of the Denver Expedition, 1759–1761;MANUSCRIPT;tanglewoodculturalmemoryproj;2004000;FULLY_SUBSCRIBED;3;18;2024-05-08;FALSE
100650;Harcourt Estate Control Panel, 1903;INDUSTRIAL_OBJECT;farah.vasquez;704000;SOLD;3;18;2024-05-04;FALSE
100651;Granite Bay Film Society Processional Cross, c. 1965;RELIGIOUS_OBJECT;ironwoodcraftpreservatio_org;554000;SOLD;3;19;2024-05-26;FALSE
100652;Amina Kwon, Savannah at Night, 1994;PHOTOGRAPH;gran_merc4;187000;SOLD;3;19;2024-05-22;FALSE
100653;Green Passage Sculpture;SCULPTURE;rosemontmuseumofmoderncraftd;89000;SOLD;3;19;2024-05-18;FALSE
100654;Walnut Reading Chair — Group 4;FURNITURE;longfellowestatecollection;275000;AVAILABLE;3;19;2024-05-21;FALSE
100655;Family Correspondence Archive — Group 3;ARCHIVAL_COLLECTION;howellartadvisory;567000;SOLD;3;19;2024-05-24;FALSE
100656;Modernist Writing Desk — Group 3;FURNITURE;lana.vasquez;43000;SOLD;3;19;2024-05-20;FALSE
100657;Walnut Reading Chair — Group 5;FURNITURE;hearthstonefolkartarchiv_org;255000;AVAILABLE;3;19;2024-05-11;FALSE
100658;Ceremonial Chalice — Group 2;RELIGIOUS_OBJECT;harper.hernandez;660000;SOLD;3;19;2024-05-16;FALSE
100659;Community Festival Banner — Group 2;TEXTILE;northbridgemuseumofmoderncra;144000;SOLD;3;19;2024-05-27;FALSE
100660;Studio Ceramic Vessel Set — Group 8;CERAMIC;harper7;100000;SOLD;3;19;2024-05-12;FALSE
100661;Theatre Lobby Bench — Group 4;FURNITURE;leo.lane;292000;AVAILABLE;3;19;2024-05-11;FALSE
100662;Local Newspaper Photograph Archive — Group 8;ARCHIVAL_COLLECTION;malwexler7;252000;SOLD;3;19;2024-05-20;FALSE
100663;Touring Electric Guitar — Group 2;MUSICAL_INSTRUMENT;chloe.singh;601000;AVAILABLE;3;19;2024-05-15;FALSE
100664;Meridian Studio Archive, 1894–1924;ARCHIVAL_COLLECTION;quarrylanemuseumofphotograph;125000;AVAILABLE;3;19;2024-05-15;FALSE
100665;Historic Restaurant Sign — Group 4;HISTORIC_OBJECT;ashlandestatecollection;314000;AVAILABLE;3;19;2024-05-22;FALSE
100666;Historic Concert Cello — Group 2;MUSICAL_INSTRUMENT;selene78;212000;SOLD;3;19;2024-05-20;FALSE
100667;Camille Mercer Concert Violin, 1801;MUSICAL_INSTRUMENT;ashcroftcapital2;289000;SOLD;3;19;2024-05-24;FALSE
100668;Amina Voss, Philadelphia at Night, 1982;PHOTOGRAPH;hearthstonefolkartarchiv_org;41000;SALE_PENDING;3;19;2024-05-22;FALSE
100669;Festival Vestment Set — Group 2;RELIGIOUS_OBJECT;foundrybennettfineobjects;524000;SOLD;3;20;2024-05-31;FALSE
100670;Studio Ceramic Vessel Set — Group 9;CERAMIC;willowmererailwayhistorycent;164000;AVAILABLE;3;20;2024-05-28;FALSE
100671;Riverside Theatre Processional Banner, 1951;TEXTILE;georgia.lee;216000;AVAILABLE;3;20;2024-06-02;FALSE
100672;Blue Room with Fig Tree Print;PRINT;silvermarsharchitecturalheri;266000;AVAILABLE;3;20;2024-05-30;FALSE
100673;The Reading Room Sculpture;SCULPTURE;pineharborrailwayhistorycent;303000;SOLD;3;20;2024-05-29;FALSE
100674;Samuel Hart, Study for Red Bridge, 1990;DRAWING;ashcroftcollection;1033000;SOLD;3;20;2024-05-28;FALSE
100675;Three Cypress Trees Study;DRAWING;keira.nguyen;198000;AVAILABLE;3;20;2024-06-08;FALSE
100676;Exhibition Lighting Prototype — Group 4;DESIGN_OBJECT;andersonartadvisory;465000;SOLD;3;20;2024-05-31;FALSE
100677;Studio Ceramic Vessel Set — Group 10;CERAMIC;aldergrovefurnituredesignarc;143000;AVAILABLE;3;20;2024-05-28;FALSE
100678;Historic Concert Cello — Group 3;MUSICAL_INSTRUMENT;ashcroftcollection;242000;SOLD;3;20;2024-05-28;FALSE
100679;New Orleans Photographic Album;PHOTOGRAPH;emilia.sullivan_curator;83000;AVAILABLE;3;20;2024-05-30;FALSE
100680;Journal of the Richmond Expedition, 1871–1873;MANUSCRIPT;silvermarsharchitecturalheri;363000;AVAILABLE;3;20;2024-06-07;FALSE
100681;Studio Ceramic Collection — Group 3;COLLECTION;reese.wilson;681000;AVAILABLE;4;23;2024-01-10;FALSE
100682;Westhaven Works Stained-Glass Window, 1957;ARCHITECTURAL_ELEMENT;rothartadvisory;600000;SOLD;4;23;2023-12-13;FALSE
100683;Rowan Hart, River Bend, 2018;PAINTING;santiago.alvarez;1493000;SOLD;4;23;2024-04-14;FALSE
100684;Theo Rivera Library Chair, 1810;FURNITURE;copperlinemuseumofphotograph;789000;SOLD;4;23;2024-01-19;FALSE
100685;Coastal Survey Atlas — Group 3;MAP;emilia.sullivan_curator;324000;SALE_PENDING;4;23;2023-10-31;FALSE
100686;Iris Maren Studio Ceramic Vessel Set, 1953;CERAMIC;aaliyah.zimmerman;692000;SOLD;4;23;2024-02-29;FALSE
100687;Three Cypress Trees Sculpture;SCULPTURE;westhavencraftpreservationso;613000;SOLD;4;23;2023-10-31;FALSE
100688;Noelle Havel Tour Outfit and Backstage Passes, 1974;MUSIC_MEMORABILIA;henry.reed;937000;SOLD;4;23;2023-10-03;FALSE
100689;Monterey Championship Match-Worn Jersey, 1928;SPORTS_MEMORABILIA;georgia.lee;1041000;SOLD;4;23;2023-09-05;FALSE
100690;Art Deco Silver Tea Service — Group 2;METALWORK;farah.vasquez;1308000;SOLD;4;23;2024-02-22;FALSE
100691;North Coast Railway Processional Cross, c. 1785;RELIGIOUS_OBJECT;bishopheritagesales;353000;SOLD;4;23;2024-05-02;FALSE
100692;Gabriel Voss Concert Violin, 1703;MUSICAL_INSTRUMENT;nathan.hassan;546000;SALE_PENDING;4;23;2024-03-02;FALSE
100693;Night Tram Study;DRAWING;ari.morgan;311000;SALE_PENDING;4;23;2024-04-21;FALSE
100694;New York Championship Match-Worn Jersey, 1923;SPORTS_MEMORABILIA;ashlanddecorativeartsarchive;2275000;SOLD;4;23;2024-01-22;FALSE
100695;Factory Time Clock;INDUSTRIAL_OBJECT;beatrice.kim;256000;SOLD;4;23;2023-10-31;FALSE
100696;Miniature Effects Vehicle — Group 3;FILM_PROP;delilah.kim;1004000;AVAILABLE;4;23;2024-04-06;FALSE
100697;Marionette Theatre Figures;THEATRE_OBJECT;sabrina.edwards;837000;SOLD;4;23;2023-11-14;FALSE
100698;House at Low Tide — Group 2;PAINTING;valecapital2;1181000;SOLD;4;23;2023-10-19;FALSE
100699;Local Newspaper Photograph Archive — Group 9;ARCHIVAL_COLLECTION;daniel.hall;715000;SOLD;4;23;2023-10-23;FALSE
100700;Historic Herbarium Collection;NATURAL_HISTORY;beatrice.kim;1044000;SOLD;4;23;2024-03-03;FALSE
100701;Austin Botanical Specimen Collection, 1974;NATURAL_HISTORY;wellingtonmaterialcultureins;1542000;AVAILABLE;4;24;2024-10-13;FALSE
100702;Gabriel Ortega, Detroit at Night, 1918;PHOTOGRAPH;psethi_family6;520000;SOLD;4;24;2024-10-31;FALSE
100703;Coastal Light Sculpture;SCULPTURE;davisauctionpartners;858000;SOLD;4;24;2024-10-08;FALSE
100704;Studio with Copper Vessel Sculpture;SCULPTURE;fairmontmaritimeheritagemuse;664000;SOLD;4;24;2024-10-12;FALSE
100705;Jonas Novak, Harbour Series I, bronze, 1925;SCULPTURE;maplecrossinghistorichousefo;835000;SOLD;4;24;2024-10-03;FALSE
100706;Samuel Ortega, Portland at Night, 1894;PHOTOGRAPH;vivian.reyes_finance;228000;AVAILABLE;4;24;2024-10-25;FALSE
100707;Chicago Photographic Album;PHOTOGRAPH;khalil.johnson;2052000;SOLD;4;24;2024-09-30;FALSE
100708;Rowan Ingram, Coastal Light, 1797;PAINTING;malwexler7;1745000;SOLD;4;24;2024-10-03;FALSE
100709;Rowan Ren, Harbour Series I, bronze, 2017;SCULPTURE;nathan58;1328000;SOLD;4;24;2024-10-05;FALSE
100710;Priya Foster Studio Ceramic Vessel Set, 1805;CERAMIC;rosemontmuseumofmoderncraftd;1164000;SOLD;4;24;2024-10-12;FALSE
100711;Historic Household Interior Group — Group 4;COLLECTION;elmsteadculturalmemoryprojec;1815000;SOLD;4;24;2024-09-30;FALSE
100712;Leila Maren Couture Evening Coat, 1955;FASHION;aaron.olsen;4278000;SOLD;4;24;2024-10-09;FALSE
100713;Screen-Used Orchard Interior Prop, 1940;FILM_PROP;rothcapital2;2677000;SOLD;4;24;2024-10-30;FALSE
100714;Rowan Kwon, Savannah at Night, 1963;PHOTOGRAPH;castillocollections;1414000;AVAILABLE;4;24;2024-10-03;FALSE
100715;Gold and Enamel Memorial Brooch, c. 1790;JEWELRY;OscarBexley;1205000;SOLD;4;24;2024-10-02;FALSE
100716;Gabriel Serrat Tour Outfit and Backstage Passes, 1986;MUSIC_MEMORABILIA;redcedarfolkartfoundation;1118000;SOLD;4;24;2024-10-21;FALSE
100717;Mara Ellis, Night Tram, 1889;PAINTING;santiago.jordan;360000;SALE_PENDING;4;24;2024-10-20;FALSE
100718;Westhaven Works Control Panel, 1876;INDUSTRIAL_OBJECT;akira.bennett;398000;SOLD;4;24;2024-10-19;FALSE
100719;Iris Quinn, Study for Signal Field, 2004;DRAWING;clara.ross;600000;SOLD;4;24;2024-10-02;FALSE
100720;Annotated Poetry Volume — Group 2;RARE_BOOK;rosemontmuseumofmoderncraftd;954000;SOLD;4;24;2024-10-04;FALSE
100721;Felix Roth, House at Low Tide, bronze, 1915;SCULPTURE;lucia.knight;1705000;SOLD;4;24;2024-10-31;FALSE
100722;Handwoven Wall Textile — Group 4;TEXTILE;theo_kinc2;221000;AVAILABLE;4;24;2024-10-29;FALSE
100723;Signed First Edition — Group 4;RARE_BOOK;ari.morgan;828000;SOLD;4;24;2024-10-25;FALSE
100724;New Orleans Championship Match-Worn Jersey, 1898;SPORTS_MEMORABILIA;chloe.shah;1374000;SOLD;4;24;2024-10-21;FALSE
100725;Victorian Era Monocle — Group 3;HISTORIC_OBJECT;howardfineobjects;2636000;SOLD;4;24;2024-10-19;FALSE
100726;St. Elian Parish Material Culture Collection, 1808–1833;COLLECTION;abigail.lee_curator;392000;AVAILABLE;4;24;2024-10-13;FALSE
100727;The Long Platform — Group 2;PAINTING;meridianmillercollections;4572000;SOLD;4;24;2024-10-29;FALSE
100728;Seattle Photographic Album;PHOTOGRAPH;southbankmaterialcultureinst;1166000;SOLD;4;24;2024-10-08;FALSE
100729;Camille Maren Tour Outfit and Backstage Passes, 1976;MUSIC_MEMORABILIA;jade.campbell;525000;SOLD;4;24;2024-10-13;FALSE
100730;Tour Outfit — Group 3;MUSIC_MEMORABILIA;davisauctionpartners;1410000;SOLD;4;24;2024-10-06;FALSE
100731;Mara Morrow, House at Low Tide, 1982;PAINTING;yara.shah;691000;SOLD;4;24;2024-10-13;FALSE
100732;Theo Navarro, Standing Form, 1796;PAINTING;wexlercollection;1464000;SOLD;4;24;2024-10-07;FALSE
100733;Machine Shop Sign;INDUSTRIAL_OBJECT;ftran_westhave;3398000;SOLD;4;24;2024-09-30;FALSE
100734;Redwood Civic Association Silver Presentation Service, 1871;METALWORK;vanecapital2;3749000;SOLD;4;24;2024-10-12;FALSE
100735;Screen-Used The North Courtyard Prop, 2010;FILM_PROP;meridianmillercollections;857000;SALE_PENDING;4;24;2024-10-07;FALSE
100736;Journal of the Detroit Expedition, 1799–1801;MANUSCRIPT;rothcapital2;1708000;SOLD;4;24;2024-10-19;FALSE
100737;Championship Boxing Gloves — Group 3;SPORTS_MEMORABILIA;ashcroftcapital2;4733000;SOLD;4;24;2024-10-26;FALSE
100738;Richmond Botanical Specimen Collection, 1858;NATURAL_HISTORY;howardfineobjects;1574000;AVAILABLE;4;24;2024-10-09;FALSE
100739;Screen-Used Night Tram Prop, 1943;FILM_PROP;ronash_hold5;6366000;SOLD;4;24;2024-09-30;FALSE
100740;Ansel Vale, Salt Marsh at Dusk, 1968;PAINTING;rosemonthistoricalsociety;1915000;SOLD;4;24;2024-10-20;FALSE
100741;Public Transit Destination Sign — Group 2;TRANSPORTATION;rothartadvisory;3037000;SOLD;4;24;2024-10-15;FALSE
100742;Redwood Civic Association Computing Prototype, 1951;TECHNOLOGY;santiago.jordan;1110000;SOLD;4;24;2024-10-03;FALSE
100743;Art Deco Silver Tea Service — Group 3;METALWORK;lorenzo.ellis;7828000;SOLD;4;24;2024-10-08;FALSE
100744;Stained-Glass Study Panel — Group 2;GLASS;TheoKincaid;1465000;SOLD;4;24;2024-10-11;FALSE
100745;Study for a Procession Print;PRINT;vanefamilyoffice;472000;SOLD;4;24;2024-10-25;FALSE
100746;Detroit Railway Carriage Panel, 1991;TRANSPORTATION;ruby.reed;1203000;SOLD;4;24;2024-10-26;FALSE
100747;Darius Ferrand Tour Outfit and Backstage Passes, 2010;MUSIC_MEMORABILIA;ashcroftcollection;956000;SOLD;4;24;2024-10-29;FALSE
100748;Embroidered Civic Standard — Group 3;TEXTILE;walkercollections;465000;SOLD;4;24;2024-10-09;FALSE
100749;Priya Navarro Couture Evening Coat, 2001;FASHION;ironwoodcraftpreservatio_org;1617000;SALE_PENDING;4;24;2024-10-27;FALSE
100750;Screen-Used Market Morning Prop, 1935;FILM_PROP;farah.vasquez;167000;AVAILABLE;4;24;2024-10-19;FALSE
100751;Political Campaign Banner — Group 2;HISTORIC_OBJECT;eastgateindustrialartsmuseum;2586000;SOLD;4;24;2024-10-27;FALSE
100752;Match-Worn Football Shirt — Group 3;SPORTS_MEMORABILIA;zimmermancollections;532000;AVAILABLE;4;24;2024-10-18;FALSE
100753;Science-Fiction Helmet Prop — Group 2;FILM_PROP;lana.vasquez;939000;SOLD;4;24;2024-10-24;FALSE
100754;Handwoven Wall Textile — Group 5;TEXTILE;cedarpointculturalmemoryproj;689000;SOLD;4;24;2024-10-23;FALSE
100755;Red Bridge Study;DRAWING;farah.vasquez;1099000;SOLD;4;24;2024-10-13;FALSE
100756;Early Medical Imaging Unit — Group 2;SCIENTIFIC_INSTRUMENT;sofia.rivera;1380000;SOLD;4;24;2024-10-28;FALSE
100757;Art Deco Silver Tea Service — Group 4;METALWORK;malwex_hold3;342000;SOLD;4;24;2024-10-16;FALSE
100758;Darius Alvarez Library Chair, 1874;FURNITURE;chloe.wilson;636000;SOLD;4;24;2024-10-03;FALSE
100759;Fantasy Film Sword Prop — Group 3;FILM_PROP;erook_family4;750000;SOLD;4;24;2024-10-19;FALSE
100760;Rafael Dawson, Harbour Series I, lithograph, 1990;PRINT;malwex_hold3;286000;AVAILABLE;4;24;2024-10-01;FALSE
100761;Annotated Production Script, 1962;FILM_AND_MEDIA;obexley_family3;2766000;SOLD;4;24;2024-10-28;FALSE
100762;Riverside Theatre Processional Banner, 1940;TEXTILE;valecapital2;1081000;AVAILABLE;4;24;2024-10-11;FALSE
100763;Annotated Production Script, 1991;FILM_AND_MEDIA;windermerepublicartconservan;787000;SOLD;4;24;2024-10-11;FALSE
100764;Foundry Pressure Gauge;INDUSTRIAL_OBJECT;farah.vasquez;1451000;SOLD;4;24;2024-09-29;FALSE
100765;Meridian Studio Silver Presentation Service, 1854;METALWORK;ashcroftcollection;569000;SOLD;4;24;2024-10-17;FALSE
100766;Noelle Ferrand Precision Microscope, 1820;SCIENTIFIC_INSTRUMENT;foundrybennettfineobjects;1107000;SOLD;4;24;2024-10-23;FALSE
100767;Screen-Used Winter Garden Prop, 1972;FILM_PROP;ronashcroft7;4293000;SOLD;4;24;2024-10-25;FALSE
100768;Stained-Glass Study Panel — Group 3;GLASS;cassidy.ito;977000;SOLD;4;24;2024-10-26;FALSE
100769;Harcourt Estate Press, Illustrated First Edition, 1997;RARE_BOOK;stonefieldhistorichousefound;4070000;SOLD;4;24;2024-10-01;FALSE
100770;Studio Ceramic Collection — Group 4;COLLECTION;santiago.alvarez;2301000;SOLD;4;24;2024-10-23;FALSE
100771;Mara Ito, Study for Three Cypress Trees, 1971;DRAWING;yorkfieldfurnituredesignarch;352000;SOLD;4;25;2024-12-03;FALSE
100772;Runway Evening Dress;FASHION;abigail.lee_curator;1324000;SOLD;4;25;2024-12-01;FALSE
100773;Santiago Kwon Couture Evening Coat, 2016;FASHION;andersonartadvisory;556000;SOLD;4;25;2024-12-18;FALSE
100774;Detroit Championship Match-Worn Jersey, 2000;SPORTS_MEMORABILIA;jade.campbell;1094000;SALE_PENDING;4;25;2024-12-14;FALSE
100775;Mara Serrat Art Glass Panel, 1909;GLASS;mateo.hayes;1088000;SOLD;4;25;2024-11-21;FALSE
100776;Denver Championship Match-Worn Jersey, 1909;SPORTS_MEMORABILIA;yorkfieldfurnituredesignarch;347000;SOLD;4;25;2024-12-17;FALSE
100777;Screen-Used Market Morning Prop, 1974;FILM_PROP;walkercollections;412000;SOLD;4;25;2024-11-04;FALSE
100778;Modernist Writing Desk — Group 4;FURNITURE;lorenzo.ellis;632000;SOLD;4;25;2024-11-14;FALSE
100779;Elias Kapoor, The Reading Room, bronze, 1839;SCULPTURE;crossventuresart;624000;SOLD;4;25;2024-12-24;FALSE
100780;Signed Tournament Racket — Group 4;SPORTS_MEMORABILIA;zimmermancollections;907000;AVAILABLE;4;25;2024-12-27;FALSE
100781;Market Morning Sculpture;SCULPTURE;vanefamilyoffice;676000;SOLD;4;25;2024-12-17;FALSE
100782;Industrial Design Radio — Group 2;DESIGN_OBJECT;bianca.bennett;781000;SOLD;4;25;2024-11-28;FALSE
100783;Redwood Civic Association Ceremonial Presentation Object, 1815;HISTORIC_OBJECT;celrot_hold2;307000;AVAILABLE;4;25;2024-12-16;FALSE
100784;Sapphire Signet Ring;JEWELRY;dhale_family5;2684000;SOLD;4;25;2024-12-25;FALSE
100785;New York Botanical Specimen Collection, 1809;NATURAL_HISTORY;henry.franklin;382000;SOLD;4;25;2024-12-12;FALSE
100786;Composer’s Working Notebook — Group 2;MANUSCRIPT;harper7;514000;SOLD;4;25;2024-12-15;FALSE
100787;Mercury Records Ceremonial Presentation Object, 1771;HISTORIC_OBJECT;hearthstonemuseumofappliedar;749000;SOLD;4;25;2024-12-08;FALSE
100788;Harcourt Estate Ceremonial Presentation Object, 1755;HISTORIC_OBJECT;meridianmillercollections;286000;SOLD;4;25;2024-11-29;FALSE
100789;Santiago Ingram, Harbour Series I, bronze, 1813;SCULPTURE;ruby.reed;5505000;SOLD;4;25;2024-12-07;FALSE
100790;Signed First Edition — Group 5;RARE_BOOK;ronash_hold5;533000;SOLD;4;25;2024-11-06;FALSE
100791;Rafael Dawson, After the Storm, bronze, 1902;SCULPTURE;mina.singh;2418000;SOLD;4;25;2024-12-25;FALSE
100792;Concert Poster Archive — Group 5;MUSIC_MEMORABILIA;arcadiathomasauctions;300000;AVAILABLE;4;25;2024-11-23;FALSE
100793;Salt Marsh at Dusk Print;PRINT;sabrina.shah;312000;SOLD;4;25;2024-11-09;FALSE
100794;Samuel Novak Studio Ceramic Vessel Set, 1933;CERAMIC;norrisfineobjects;311000;UNDER_OFFER;4;25;2024-12-06;FALSE
100795;Camille Dawson, Signal Field, 1960;PAINTING;daniel.hall;576000;SOLD;4;25;2024-12-22;FALSE
100796;Mara Serrat, Denver at Night, 1930;PHOTOGRAPH;ari.turner;706000;SOLD;4;25;2024-12-09;FALSE
100797;Meridian Studio Archive, 1974–2004;ARCHIVAL_COLLECTION;malik.johnson;301000;SOLD;4;25;2024-11-25;FALSE
100798;Amara Vale, House at Low Tide, 1934;PAINTING;farah.vasquez;1247000;SOLD;4;25;2024-12-18;FALSE
100799;Festival Mask with 1842 Collection Notes;ETHNOGRAPHIC_OBJECT;rothartadvisory;435000;SOLD;4;25;2024-11-09;FALSE
100800;Evening at the Quarry — Group 2;PAINTING;ftran_westhave;1574000;SOLD;4;25;2024-12-19;FALSE
100801;Screen-Used Hero Prop — Group 2;FILM_PROP;millerauctionpartners;636000;SOLD;4;25;2024-11-08;FALSE
100802;Gold and Enamel Memorial Brooch, c. 1869;JEWELRY;abigail.bennett;1193000;SOLD;4;25;2024-11-05;FALSE
100803;Screen-Used Study for a Procession Prop, 1997;FILM_PROP;lucia.knight;678000;SOLD;4;25;2024-11-04;FALSE
100804;The North Courtyard Sculpture;SCULPTURE;vivian.reyes_finance;763000;SOLD;4;25;2024-12-09;FALSE
100805;Historic Concert Cello — Group 4;MUSICAL_INSTRUMENT;imani.thomas;559000;SOLD;4;25;2024-11-11;FALSE
100806;Iris Caldwell Tour Outfit and Backstage Passes, 2013;MUSIC_MEMORABILIA;howellartadvisory;865000;SOLD;4;25;2024-11-28;FALSE
100807;Screen-Used Coastal Light Prop, 1934;FILM_PROP;lucia.knight;336000;SOLD;4;25;2024-11-26;FALSE
100808;Jonas Cole, House at Low Tide, bronze, 1851;SCULPTURE;stoneheritagesales;257000;SOLD;4;25;2024-11-01;FALSE
100809;Mineral Specimen Cabinet;NATURAL_HISTORY;lorenzo.ellis;384000;UNDER_OFFER;4;25;2024-12-04;FALSE
100810;The Reading Room — Group 2;PAINTING;leo.lane;1663000;AVAILABLE;4;25;2024-12-02;FALSE
100811;Elias Cole, Studio with Copper Vessel, 2006;PAINTING;rothartadvisory;252000;SOLD;4;25;2024-11-28;FALSE
100812;Designer Performance Costume — Group 2;FASHION;wexlercollection;332000;SOLD;4;25;2024-11-21;FALSE
100813;Winter Garden Sculpture;SCULPTURE;GrantMercer;650000;SOLD;4;25;2024-12-24;FALSE
100814;Annotated Travel Diary — Group 4;MANUSCRIPT;imani.reed;222000;SOLD;4;25;2024-12-20;FALSE
100815;Amara Bell Concert Violin, 1867;MUSICAL_INSTRUMENT;helval_hold6;431000;SOLD;4;25;2024-12-15;FALSE
100816;Westhaven Works Painted Stage Backdrop, 1910;THEATRE_OBJECT;stonefieldpublicartconservan;289000;UNDER_OFFER;4;25;2024-12-04;FALSE
100817;Amina Kwon, Harbour Series I, 1947;PAINTING;ftran_westhave;639000;SOLD;4;25;2024-11-21;FALSE
100818;Rosa Saito Concert Violin, 1666;MUSICAL_INSTRUMENT;castillocollections;255000;SOLD;4;25;2024-11-12;FALSE
100819;Elena Havel Concert Violin, 1650;MUSICAL_INSTRUMENT;fairmontmaritimeheritagemuse;997000;SOLD;4;25;2024-11-26;FALSE
100820;Closed Theatre Records — Group 6;ARCHIVAL_COLLECTION;amir.saito_director;1034000;AVAILABLE;4;25;2024-12-02;FALSE
100821;Sofia Saito, Baltimore at Night, 1858;PHOTOGRAPH;pineharbormaterialcultureins;559000;RESERVED;4;25;2024-12-27;FALSE
100822;Imani Havel, Red Bridge, 1927;PAINTING;beatrice.kim;1502000;SOLD;4;25;2024-11-26;FALSE
100823;Art Deco Silver Tea Service — Group 5;METALWORK;croth_alt;777000;REJECTED;4;25;2024-12-04;FALSE
100824;Studio Ceramic Collection — Group 5;COLLECTION;andersonartadvisory;397000;SOLD;4;25;2024-11-12;FALSE
100825;Gold and Enamel Memorial Brooch, c. 1782;JEWELRY;eastgateindustrialartsmuseum;642000;SOLD;4;25;2024-11-14;FALSE
100826;Salt Marsh at Dusk — Group 2;PAINTING;yorkfieldfurnituredesignarch;478000;SOLD;4;25;2024-12-29;FALSE
100827;Santa Clara Photographic Album;PHOTOGRAPH;sabrina.shah;84000;SOLD;4;25;2024-11-08;FALSE
100828;Orion Press Ceremonial Presentation Object, 1990;HISTORIC_OBJECT;vanefamilyoffice;271000;SOLD;4;25;2024-12-09;FALSE
100829;Three Cypress Trees — Group 2;PAINTING;ashcroftcollection;1535000;SOLD;4;25;2024-11-21;FALSE
100830;Amina Voss Exhibition Lamp Prototype, 1954;DESIGN_OBJECT;quarrylanemuseumofphotograph;368000;RESERVED;4;25;2024-12-30;FALSE
100831;Historic Concert Cello — Group 5;MUSICAL_INSTRUMENT;redcedarfolkartfoundation;300000;SOLD;4;25;2024-11-15;FALSE
100832;Designer Performance Costume — Group 3;FASHION;aaron.olsen;344000;SOLD;4;25;2024-12-23;FALSE
100833;Iris Kapoor Exhibition Lamp Prototype, 1992;DESIGN_OBJECT;serena.owens;2968000;SOLD;4;25;2024-12-14;FALSE
100834;Amara Navarro, Study for The Reading Room, 1942;DRAWING;amir.saito_director;297000;AVAILABLE;4;25;2024-11-24;FALSE
100835;Excavated Architectural Fragment;ARCHAEOLOGICAL_OBJECT;longfellowestatecollection;515000;UNDER_OFFER;4;25;2024-12-23;FALSE
100836;Theo Hart, Red Bridge, 2018;PAINTING;wellingtonmaterialcultureins;1829000;SOLD;4;25;2024-12-30;FALSE
100837;Santiago Navarro, The North Courtyard, 1812;PAINTING;ari.turner;255000;SOLD;4;25;2024-12-20;FALSE
100838;Gabriel Quinn, Evening at the Quarry, 1838;PAINTING;northbridgemuseumofmoderncra;318000;SOLD;4;25;2024-11-17;FALSE
100839;Studio Ceramic Vessel Set — Group 11;CERAMIC;christian.tran;1574000;SOLD;4;25;2024-11-01;FALSE
100840;Historic Household Interior Group — Group 5;COLLECTION;wexlercollection;1721000;AVAILABLE;4;25;2024-12-22;FALSE
